VALUE,FCCS,FCCSID,FCCS_REG,FUELBED,R,G,B,RED,GREEN,BLUE
2410313,2410313,0241-313,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410321,2410321,0241-321,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410322,2410322,0241-322,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410323,2410323,0241-323,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410331,2410331,0241-331,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410332,2410332,0241-332,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410333,2410333,0241-333,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410411,2410411,0241-411,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410412,2410412,0241-412,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410413,2410413,0241-413,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410421,2410421,0241-421,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410422,2410422,0241-422,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410423,2410423,0241-423,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410431,2410431,0241-431,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410432,2410432,0241-432,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410433,2410433,0241-433,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410511,2410511,0241-511,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410512,2410512,0241-512,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410513,2410513,0241-513,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410521,2410521,0241-521,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410522,2410522,0241-522,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410523,2410523,0241-523,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410531,2410531,0241-531,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410532,2410532,0241-532,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2410533,2410533,0241-533,Southeast,Longleaf-loblolly pine forest with hurricane damage,116,214,204,0.454902,0.839216,0.8
2420111,2420111,0242-111,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420112,2420112,0242-112,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420113,2420113,0242-113,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420121,2420121,0242-121,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420122,2420122,0242-122,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420123,2420123,0242-123,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420131,2420131,0242-131,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420132,2420132,0242-132,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420133,2420133,0242-133,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420211,2420211,0242-211,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420212,2420212,0242-212,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420213,2420213,0242-213,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420221,2420221,0242-221,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420222,2420222,0242-222,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420223,2420223,0242-223,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420231,2420231,0242-231,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420232,2420232,0242-232,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420233,2420233,0242-233,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420311,2420311,0242-311,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420312,2420312,0242-312,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420313,2420313,0242-313,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420321,2420321,0242-321,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420322,2420322,0242-322,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420323,2420323,0242-323,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420331,2420331,0242-331,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420332,2420332,0242-332,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420333,2420333,0242-333,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420411,2420411,0242-411,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420412,2420412,0242-412,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420413,2420413,0242-413,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420421,2420421,0242-421,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420422,2420422,0242-422,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420423,2420423,0242-423,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420431,2420431,0242-431,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420432,2420432,0242-432,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420433,2420433,0242-433,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420511,2420511,0242-511,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420512,2420512,0242-512,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420513,2420513,0242-513,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420521,2420521,0242-521,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420522,2420522,0242-522,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420523,2420523,0242-523,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420531,2420531,0242-531,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420532,2420532,0242-532,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2420533,2420533,0242-533,Southeast,Longleaf-loblolly pine forest with hurricane damage - post prescribed burn,116,214,204,0.454902,0.839216,0.8
2430111,2430111,0243-111,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430112,2430112,0243-112,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430113,2430113,0243-113,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430121,2430121,0243-121,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430122,2430122,0243-122,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430123,2430123,0243-123,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430131,2430131,0243-131,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430132,2430132,0243-132,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430133,2430133,0243-133,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430211,2430211,0243-211,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430212,2430212,0243-212,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430213,2430213,0243-213,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430221,2430221,0243-221,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430222,2430222,0243-222,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430223,2430223,0243-223,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430231,2430231,0243-231,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430232,2430232,0243-232,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430233,2430233,0243-233,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430311,2430311,0243-311,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430312,2430312,0243-312,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430313,2430313,0243-313,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430321,2430321,0243-321,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430322,2430322,0243-322,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430323,2430323,0243-323,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430331,2430331,0243-331,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430332,2430332,0243-332,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430333,2430333,0243-333,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430411,2430411,0243-411,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430412,2430412,0243-412,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430413,2430413,0243-413,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430421,2430421,0243-421,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430422,2430422,0243-422,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430423,2430423,0243-423,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430431,2430431,0243-431,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430432,2430432,0243-432,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430433,2430433,0243-433,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430511,2430511,0243-511,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430512,2430512,0243-512,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430513,2430513,0243-513,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430521,2430521,0243-521,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430522,2430522,0243-522,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430523,2430523,0243-523,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430531,2430531,0243-531,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430532,2430532,0243-532,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2430533,2430533,0243-533,Northeast,Pitch pine/scrub oak shrubland,116,214,204,0.454902,0.839216,0.8
2600111,2600111,0260-111,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600112,2600112,0260-112,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600113,2600113,0260-113,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600121,2600121,0260-121,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600122,2600122,0260-122,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600123,2600123,0260-123,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600131,2600131,0260-131,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600132,2600132,0260-132,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600133,2600133,0260-133,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600211,2600211,0260-211,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600212,2600212,0260-212,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600213,2600213,0260-213,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600221,2600221,0260-221,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600222,2600222,0260-222,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600223,2600223,0260-223,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600231,2600231,0260-231,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600232,2600232,0260-232,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600233,2600233,0260-233,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600311,2600311,0260-311,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600312,2600312,0260-312,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600313,2600313,0260-313,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600321,2600321,0260-321,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600322,2600322,0260-322,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600323,2600323,0260-323,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600331,2600331,0260-331,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600332,2600332,0260-332,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600333,2600333,0260-333,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600411,2600411,0260-411,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600412,2600412,0260-412,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600413,2600413,0260-413,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600421,2600421,0260-421,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600422,2600422,0260-422,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600423,2600423,0260-423,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600431,2600431,0260-431,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600432,2600432,0260-432,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600433,2600433,0260-433,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600511,2600511,0260-511,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600512,2600512,0260-512,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600513,2600513,0260-513,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600521,2600521,0260-521,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600522,2600522,0260-522,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600523,2600523,0260-523,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600531,2600531,0260-531,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600532,2600532,0260-532,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2600533,2600533,0260-533,Hawaii,Ohia/uluhe forest - 5 years post wildfire,0,222,0,0,0.870588,0
2610111,2610111,0261-111,Hawaii,Pili grass-broomsedge bluestem grassland - 5 years post wildfire,255,176,92,1,0.690196,0.360784
2610112,2610112,0261-112,Hawaii,Pili grass-broomsedge bluestem grassland - 5 years post wildfire,255,176,92,1,0.690196,0.360784
